question_id,accuracy,prompt,model_answer,correct_answer,time,category,input_tokens,output_tokens
2642,1.0,"One of the key areas of debate in the early stages of Developmental Psychology was the so called, Nature vs. Nurture debate. Academics agreed that there was interaction between these two factors but there was wide disagreement concerning the degree of interaction. Which of the following terms, that relate to either genetic or environmentally caused changes, describes the differences in timing of physical changes that are found in children belonging to different cohorts?",A,A,3.1094494,psychology,192,398
2643,1.0,Research into ___________ has helped us understand paradoxical reward.,C,C,2.6345885,psychology,106,325
2644,1.0,A small bit of meat powder in the dog’s mouth was Pavlov’s ___________.,J,J,3.1761726,psychology,121,416
2645,1.0,___________ has implications for internal validity and ___________ has implications for external validity.,J,J,1.8051864,psychology,153,223
2646,0.0,Which of the following assessment measures is not used to assess symptom validity or malingering?,D,I,2.9528066,psychology,150,422
2647,1.0,Research on Helms’s White Racial Identity Development Model suggests that a White therapist will usually be most successful when working with a client from an ethnic/racial minority group when the therapist is in which stage?,J,J,2.7628753,psychology,142,319
2648,1.0,Behavioral treatments for depression typically include:,D,D,2.6601187,psychology,104,361
2649,1.0,"Atkinson, Morten, and Sue’s (1993) Racial/Cultural Identity Development Model proposes that people in which of the following stages begin to question their rejection of all aspects of the dominant culture and absolute loyalty to their own culture?",I,I,1.7366562,psychology,151,219
2650,0.0,"According to attribution theorists, an error observers make in formulating causal attributions about the behavior of others is",B,H,2.3843386,psychology,161,351
2651,1.0,"Expectancy theory predicts that worker motivation depends on several factors including “valence,” which refers to:",D,D,2.401526,psychology,215,477
2652,1.0,"There are several methods for estimating the test reliability, like the INTERNAL CONSISTENCY RELIABILITY for example. From your knowledge about this topic, find the correct definition of it.",B,B,2.2956823,psychology,223,375
2653,1.0,"A 7-year-old student arrived in the United States one year ago from a non-Englishspeaking country, where she achieved high scores in reading. Over the year, she has become fluent in social English. After a few months in a monolingual English second grade, her teacher refers her for evaluation because she has great difficulty with the basal reader used in the class. Two English proficiency tests administered to the student show that she performs above the mean for monolingual English grade peers in speaking and listening but well below the mean in reading and writing. She also performs well above the mean for grade peers on reading tests in her native language. Based on this information alone, which of the following is the most accurate interpretation?",G,G,3.2259502,psychology,416,436
2654,1.0,"Quinn awoke from a dream, shaking and covered with sweat. When his wife asked him what had happened, he said he had dreamed he was falling to his death. Quinn's experience is often categorized as a",H,H,2.9354818,psychology,144,403
2655,1.0,"While driving to school, Elise hears about a concert ticket giveaway on the radio. She has to be the seventh caller to win. While pulling over so that she can call in, she repeats the number to herself several times. Elise was using which of the following to remember the phone number?",A,A,3.2352933,psychology,164,491
2656,0.0,"In Pavlov's conditioning of dogs, the point at which the dogs salivated at the sound of the tone without the food being present is referred to as",C,I,3.0716732,psychology,131,503
2657,1.0,"One month before finals, Conrad makes a study schedule and begins to review his notes. Two weeks before finals, Conrad is studying for hours each day to prepare. Right after finals at the start of summer vacation, Conrad comes down with the flu. Which of the following theories best explains this chain of events?",C,C,2.8994315,psychology,207,480
2658,0.0,Information from the optic nerve is initially processed in what part of the brain?,C,G,3.4944595,psychology,125,383
2659,1.0,"Amy's therapist shakes her head affirmatively and says, ""Yes, uh huh,"" as Amy talks about her problems. Which of the following treatments did she experience?",I,I,3.4291878,psychology,141,434
2660,0.0,"A listener-sponsored radio station wants to estimate the amount of money the typical supporter contributes during a fund-drive. In a sample of 30 supporters, it was discovered that 22 of them gave $60, six of them gave $1,000, and two of them gave $10,000. Based on this sample, which of the following measures of central tendency would provide the most useful information to the radio station?",D,H,3.3233112,psychology,178,461
2661,1.0,Loss of the ability to understand language results from loss of tissue in which of the following lobes?,B,B,3.2595549,psychology,132,340
2662,1.0,"According to gate-control theory, which condition tends to close the gate?",E,E,2.8861328,psychology,91,288
2663,1.0,Some contemporary intelligence researchers like Howard Gardner and Robert Sternberg complain that schools focus too much on,C,C,2.2527005,psychology,148,298
2664,1.0,"The position on the basilar membrane at which waves reach their peak depends on the frequency of a tone, according to which theory?",I,I,2.8842349,psychology,126,402
2665,1.0,Which of the following best illustrates hostile aggression?,D,D,1.9239163,psychology,170,321
2666,1.0,Which of the following correctly categorizes the components of Ivan Pavlov's research on conditioning?,B,B,4.1789688,psychology,540,518
2667,1.0,What is the major difference between negative reinforcement and punishment?,J,J,3.8812995,psychology,299,441
2668,1.0,Differentiate between descriptive statistics and inferential statistics.,E,E,2.3893596,psychology,285,493
2669,1.0,Large deficits of water can be only partly compensated for by renal conservation; drinking is the ultimate compensatory mechanism. What stimulates the subjective feeling of thirst which drives one to drink water?,G,G,3.7543082,psychology,171,413
2670,1.0,What is the role of psychological inconsistency in the theory of cognitive dissonance?,J,J,2.2249929,psychology,330,351
2671,0.0,What is simultaneous conditioning? What has research indicated about this type of conditioning?,H,A,2.9561326,psychology,353,415
2672,1.0,What is the frustration-displaced aggression theory of prejudice?,E,E,1.8803495,psychology,277,311
2673,1.0,Discuss the role of theory in psychology.,A,A,2.0306051,psychology,215,401
2674,1.0,"Explain the term ""psychosis"" and the distinction between functionaland organic psychoses.",F,F,2.5705682,psychology,247,394
2675,1.0,Describe shadowing. How is it used in studies ofattention ?,B,B,2.1402081,psychology,319,482
2676,1.0,What are factors which affect concept attainment and how does each affect the learning of concepts?,C,C,2.4400864,psychology,166,307
2677,0.0,Describe the methods of verbal learning.,I,H,2.8170013,psychology,324,461
2678,0.0,Discuss transfer of training in everyday life and in formal education.,A,F,2.3541394,psychology,198,285
2679,1.0,What are three factors that influence the intensity of a taste? Explain.,G,G,2.8606021,psychology,232,404
2680,1.0,Discuss echoic memory. How does its nature differ from that of a tape recorder?,E,E,4.2750658,psychology,299,402
2681,1.0,Discuss the relationship between language and thought. Is language necessary for thought? What is the Whorfian Hypothesis?,I,I,3.2265041,psychology,275,560
2682,1.0,Describe the different techniques used in behavior therapy.,H,H,1.9454987,psychology,307,395
2683,1.0,How is aversion therapy used in treating a patient with a particularfetish ?,F,F,2.39385,psychology,267,456
